City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Lebu,-37.6167,-73.65,47.62,85,58,4.61,CL,2022-09-13 02:48:21
1,Tazovskiy,67.4667,78.7,35.96,98,100,5.97,RU,2022-09-13 02:48:22
2,Albany,42.6001,-73.9662,69.67,93,100,1.63,US,2022-09-13 02:44:07
3,Athabasca,54.7169,-113.2854,54.01,37,50,7.76,CA,2022-09-13 02:45:26
4,Hobart,-42.8794,147.3294,52.27,57,40,8.05,AU,2022-09-13 02:48:22
5,Atherton,53.5237,-2.4935,52.21,96,37,3.27,GB,2022-09-13 02:48:23
6,Coahuayana,18.7333,-103.6833,76.42,96,100,2.17,MX,2022-09-13 02:48:23
7,Khatanga,71.9667,102.5,36.84,87,100,9.13,RU,2022-09-13 02:48:23
8,Laguna,38.421,-121.4238,85.98,39,0,11.5,US,2022-09-13 02:48:24
9,Panjab,34.388,67.0233,55.67,46,0,1.57,AF,2022-09-13 02:48:24
10,Punta Arenas,-53.15,-70.9167,39.31,81,0,6.91,CL,2022-09-13 02:48:25
11,Gornyy,55.1153,83.9059,44.33,57,16,6.91,RU,2022-09-13 02:48:25
12,Pevek,69.7008,170.3133,35.65,87,100,3.78,RU,2022-09-13 02:48:25
13,Qaanaaq,77.484,-69.3632,36.0,92,99,3.0,GL,2022-09-13 02:48:26
14,Okha,53.5739,142.9478,47.32,77,100,12.84,RU,2022-09-13 02:48:26
15,Oranjemund,-28.55,16.4333,54.18,62,0,10.92,NA,2022-09-13 02:48:26
16,Kahului,20.8947,-156.47,87.82,65,40,25.32,US,2022-09-13 02:44:29
17,Busselton,-33.65,115.3333,56.68,78,100,23.04,AU,2022-09-13 02:48:27
18,Bluff,-46.6,168.3333,45.81,85,97,27.58,NZ,2022-09-13 02:48:27
19,Ambunti,-4.2365,142.8448,90.64,49,92,4.34,PG,2022-09-13 02:48:27
20,East London,-33.0153,27.9116,56.05,66,0,10.04,ZA,2022-09-13 02:48:28
21,Port Keats,-14.25,129.55,85.24,61,61,10.71,AU,2022-09-13 02:48:28
22,Ushuaia,-54.8,-68.3,38.86,65,20,5.75,AR,2022-09-13 02:48:28
23,Bethel,41.3712,-73.414,71.91,87,100,2.73,US,2022-09-13 02:46:13
24,Avarua,-21.2078,-159.775,77.05,73,40,10.36,CK,2022-09-13 02:48:29
25,Rikitea,-23.1203,-134.9692,73.2,69,64,3.24,PF,2022-09-13 02:48:29
26,Vestmannaeyjar,63.4427,-20.2734,51.03,77,100,15.17,IS,2022-09-13 02:48:30
27,Port Elizabeth,-33.918,25.5701,51.31,83,0,6.91,ZA,2022-09-13 02:48:30
28,Killybegs,54.6333,-8.45,56.8,76,91,9.48,IE,2022-09-13 02:48:30
29,Thompson,55.7435,-97.8558,44.76,70,20,5.75,CA,2022-09-13 02:48:31
30,Souillac,-20.5167,57.5167,64.78,88,20,4.61,MU,2022-09-13 02:48:31
31,Rio Brilhante,-21.8019,-54.5464,71.62,72,36,8.25,BR,2022-09-13 02:45:46
32,Kapaa,22.0752,-159.319,84.18,68,0,11.5,US,2022-09-13 02:48:32
33,Hermanus,-34.4187,19.2345,47.8,79,35,8.95,ZA,2022-09-13 02:48:32
34,Vaini,-21.2,-175.2,82.56,74,40,8.05,TO,2022-09-13 02:48:32
35,Port Blair,11.6667,92.75,84.24,79,40,5.75,IN,2022-09-13 02:48:33
36,Hami,42.8,93.45,73.87,28,100,8.12,CN,2022-09-13 02:48:33
37,Barrow,71.2906,-156.7887,35.62,93,100,20.71,US,2022-09-13 02:48:33
38,Kilindoni,-7.9139,39.6668,74.73,78,27,12.03,TZ,2022-09-13 02:48:34
39,Hun,29.1268,15.9477,77.83,49,0,1.88,LY,2022-09-13 02:48:34
40,Broome,42.2506,-75.833,68.63,87,75,5.75,US,2022-09-13 02:48:34
41,Sao Filipe,14.8961,-24.4956,78.76,82,74,11.68,CV,2022-09-13 02:48:35
42,Orlik,52.5178,99.825,48.87,47,95,7.0,RU,2022-09-13 02:48:35
43,Toora-Khem,52.4675,96.11,50.61,69,26,0.92,RU,2022-09-13 02:48:35
44,Yellowknife,62.456,-114.3525,46.92,81,20,9.22,CA,2022-09-13 02:48:36
45,Plettenberg Bay,-34.0527,23.3716,51.6,72,1,7.16,ZA,2022-09-13 02:48:36
46,Kabompo,-13.5927,24.2008,59.14,27,47,5.26,ZM,2022-09-13 02:49:37
47,Caravelas,-17.7125,-39.2481,69.01,83,0,5.06,BR,2022-09-13 02:49:37
48,Haines Junction,60.7522,-137.5108,55.35,50,76,8.05,CA,2022-09-13 02:49:37
49,Champerico,14.3,-91.9167,79.68,82,100,3.65,GT,2022-09-13 02:49:38
50,Haysville,37.5645,-97.3523,75.52,48,0,6.91,US,2022-09-13 02:49:38
51,Taganak,6.0833,118.3,87.94,78,10,3.15,PH,2022-09-13 02:49:38
52,Mataura,-46.1927,168.8643,45.48,98,97,9.51,NZ,2022-09-13 02:49:39
53,Kalmunai,7.4167,81.8167,82.33,72,94,3.33,LK,2022-09-13 02:49:39
54,Zhigansk,66.7697,123.3711,41.74,95,100,11.45,RU,2022-09-13 02:49:40
55,Katobu,-4.9408,122.5276,88.77,49,43,9.98,ID,2022-09-13 02:49:40
56,Pampierstad,-27.7832,24.6877,41.27,33,0,5.46,ZA,2022-09-13 02:49:40
57,Puerto Ayora,-0.7393,-90.3518,65.55,96,97,9.8,EC,2022-09-13 02:49:41
58,Waiouru,-39.4833,175.6667,42.87,97,93,10.22,NZ,2022-09-13 02:49:41
59,Arraial Do Cabo,-22.9661,-42.0278,68.04,89,100,17.43,BR,2022-09-13 02:49:41
60,Kirovskiy,45.0917,133.5136,64.18,57,12,11.16,RU,2022-09-13 02:49:42
61,Ponta Do Sol,32.6667,-17.1,72.72,82,96,9.1,PT,2022-09-13 02:49:42
62,Geraldton,-28.7667,114.6,64.81,68,75,26.46,AU,2022-09-13 02:49:42
63,Sorong,-0.8833,131.25,84.76,67,61,7.09,ID,2022-09-13 02:49:43
64,San Lawrenz,36.0553,14.204,75.85,79,0,1.25,MT,2022-09-13 02:49:43
65,Tasiilaq,65.6145,-37.6368,46.56,82,100,10.54,GL,2022-09-13 02:49:43
66,Georgetown,5.4112,100.3354,86.9,78,20,6.91,MY,2022-09-13 02:45:37
67,Bredasdorp,-34.5322,20.0403,47.03,87,13,6.31,ZA,2022-09-13 02:49:44
68,Whitecourt,54.1502,-115.6855,60.04,44,75,9.22,CA,2022-09-13 02:49:44
69,Vardo,70.3705,31.1107,40.98,93,100,2.3,NO,2022-09-13 02:49:44
70,Coquimbo,-29.9533,-71.3436,55.13,82,100,4.61,CL,2022-09-13 02:49:45
71,Tuatapere,-46.1333,167.6833,40.91,89,100,17.25,NZ,2022-09-13 02:49:45
72,Te Anau,-45.4167,167.7167,42.78,83,94,5.82,NZ,2022-09-13 02:49:45
73,Burgeo,47.6167,-57.6152,61.48,86,47,15.14,CA,2022-09-13 02:49:46
74,Saint-Philippe,-21.3585,55.7679,63.99,73,46,7.81,RE,2022-09-13 02:49:46
75,Galveston,29.3669,-94.9669,84.31,71,0,3.44,US,2022-09-13 02:49:46
76,Iberia,29.9502,-91.7507,75.27,78,0,5.75,US,2022-09-13 02:47:14
77,Kodiak,57.79,-152.4072,60.31,55,0,10.36,US,2022-09-13 02:49:47
78,Cape Town,-33.9258,18.4232,57.9,81,0,7.0,ZA,2022-09-13 02:47:40
79,San Juan,-31.5375,-68.5364,60.75,20,13,5.75,AR,2022-09-13 02:49:47
80,Sayyan,15.1718,44.3244,65.1,45,82,1.72,YE,2022-09-13 02:49:47
81,Sanchez,19.2281,-69.6137,77.09,89,81,4.74,DO,2022-09-13 02:49:48
82,Iskateley,67.6803,53.1512,44.15,97,100,8.23,RU,2022-09-13 02:49:48
83,Cherskiy,68.75,161.3,38.1,95,100,8.14,RU,2022-09-13 02:49:48
84,Saldanha,-33.0117,17.9442,46.45,86,0,14.18,ZA,2022-09-13 02:49:49
85,Bandarbeyla,9.4942,50.8122,78.03,74,94,23.58,SO,2022-09-13 02:49:49
86,Goderich,43.7501,-81.7165,66.52,59,12,10.36,CA,2022-09-13 02:45:26
87,Sitka,57.0531,-135.33,57.09,82,75,6.91,US,2022-09-13 02:47:06
88,Atuona,-9.8,-139.0333,76.96,73,8,16.31,PF,2022-09-13 02:49:50
89,Cabo San Lucas,22.8909,-109.9124,83.61,76,27,6.91,MX,2022-09-13 02:46:39
90,Chumikan,54.7183,135.315,56.88,55,0,12.03,RU,2022-09-13 02:49:50
91,Saskylakh,71.9167,114.0833,35.37,97,100,6.22,RU,2022-09-13 02:49:50
92,Martapura,-3.4167,114.85,77.09,88,20,6.91,ID,2022-09-13 02:49:51
93,La Tuque,47.4334,-72.7824,66.45,88,100,0.0,CA,2022-09-13 02:50:51
94,Castro,-24.7911,-50.0119,57.2,99,100,3.8,BR,2022-09-13 02:50:51
95,Sungairaya,0.7,108.9,76.46,91,100,5.1,ID,2022-09-13 02:50:52
96,Pisco,-13.7,-76.2167,60.85,82,20,4.61,PE,2022-09-13 02:50:52
97,Eyl,7.9803,49.8164,77.11,76,98,18.43,SO,2022-09-13 02:50:52
98,Rudnichnyy,59.617,52.4703,41.83,95,99,5.08,RU,2022-09-13 02:50:53
99,Almaznyy,48.0448,40.045,59.2,95,100,10.78,RU,2022-09-13 02:50:53
100,Ketchikan,55.3422,-131.6461,61.27,59,0,5.75,US,2022-09-13 02:50:54
101,Uddevalla,58.3478,11.9424,57.56,95,100,13.87,SE,2022-09-13 02:50:54
102,Jamestown,42.097,-79.2353,65.79,75,100,4.0,US,2022-09-13 02:47:29
103,Faanui,-16.4833,-151.75,76.93,79,81,20.42,PF,2022-09-13 02:50:54
104,Saint-Pierre,-21.3393,55.4781,64.08,63,0,5.75,RE,2022-09-13 02:50:55
105,Raga,8.4596,25.678,67.39,99,79,3.13,SS,2022-09-13 02:50:55
106,Faya,18.3851,42.4509,64.51,27,85,3.53,SA,2022-09-13 02:50:55
107,El Sauzal,31.9,-116.6833,72.41,87,77,1.88,MX,2022-09-13 02:50:56
108,Dunedin,-45.8742,170.5036,48.79,65,100,7.0,NZ,2022-09-13 02:50:56
109,Kerur,16.0167,75.5667,72.86,84,100,16.22,IN,2022-09-13 02:50:56
110,Valdivia,-39.8142,-73.2459,43.79,95,98,0.81,CL,2022-09-13 02:50:57
111,Notodden,59.5594,9.2585,57.96,91,100,4.0,NO,2022-09-13 02:50:57
112,Port Hedland,-20.3167,118.5667,82.45,42,40,8.05,AU,2022-09-13 02:50:57
113,Ugoofaaru,5.6667,73.0,81.05,77,38,9.17,MV,2022-09-13 02:50:58
114,Aktash,50.3,87.7333,39.18,46,2,2.68,RU,2022-09-13 02:50:58
115,Lompoc,34.6391,-120.4579,71.74,90,75,8.05,US,2022-09-13 02:50:58
116,Urengoy,65.9667,78.3667,43.36,93,100,15.97,RU,2022-09-13 02:50:59
117,Saint George,37.1041,-113.5841,79.95,44,75,8.05,US,2022-09-13 02:47:12
118,Hilo,19.7297,-155.09,83.93,70,40,8.05,US,2022-09-13 02:49:22
119,Carnarvon,-24.8667,113.6333,68.65,52,76,21.09,AU,2022-09-13 02:50:59
120,Clyde River,70.4692,-68.5914,37.63,100,100,2.3,CA,2022-09-13 02:50:59
121,Nakhon Si Thammarat,8.25,100.0,88.02,68,100,4.05,TH,2022-09-13 02:51:00
122,Fairbanks,64.8378,-147.7164,62.6,58,40,5.75,US,2022-09-13 02:47:34
123,Casma,-41.0082,-73.1244,46.0,96,100,0.25,CL,2022-09-13 02:51:00
124,Bahia Blanca,-38.7196,-62.2724,47.14,86,6,5.32,AR,2022-09-13 02:51:01
125,Phrae,18.0833,100.0,79.05,89,100,0.0,TH,2022-09-13 02:51:01
126,Dubti,11.7361,41.0853,89.55,45,11,1.19,ET,2022-09-13 02:51:01
127,Conde,-7.2597,-34.9075,72.86,88,0,5.75,BR,2022-09-13 02:47:34
128,New Norfolk,-42.7826,147.0587,51.93,57,81,1.99,AU,2022-09-13 02:51:02
129,Zhezkazgan,47.8043,67.7144,44.58,65,0,8.95,KZ,2022-09-13 02:51:02
130,Bay Roberts,47.5999,-53.2648,59.05,94,100,5.01,CA,2022-09-13 02:51:02
131,Quang Ngai,15.1167,108.8,88.07,62,14,2.1,VN,2022-09-13 02:48:39
132,Severo-Kurilsk,50.6789,156.125,57.63,74,100,4.97,RU,2022-09-13 02:51:03
133,Terenos,-20.4422,-54.8603,78.51,61,0,10.36,BR,2022-09-13 02:51:03
134,Ascension,30.2169,-90.9001,77.02,80,0,6.91,US,2022-09-13 02:48:01
135,Athens,37.9795,23.7162,74.25,59,20,8.05,GR,2022-09-13 02:51:04
136,Padang,-0.9492,100.3543,80.65,77,100,4.9,ID,2022-09-13 02:51:04
137,Rajula,21.05,71.4333,77.34,93,100,3.96,IN,2022-09-13 02:51:04
138,Leningradskiy,69.3833,178.4167,40.12,86,90,8.79,RU,2022-09-13 02:51:05
139,Celestun,20.8667,-90.4,72.05,95,100,19.69,MX,2022-09-13 02:52:05
140,Itarema,-2.9248,-39.9167,77.88,80,7,16.73,BR,2022-09-13 02:52:05
141,Tahoua,14.8888,5.2692,84.54,57,65,6.93,NE,2022-09-13 02:52:06
142,Asfi,32.2994,-9.2372,69.46,96,100,14.29,MA,2022-09-13 02:52:06
143,Ust-Nera,64.5667,143.2,43.56,48,23,7.11,RU,2022-09-13 02:52:06
144,Tuktoyaktuk,69.4541,-133.0374,39.2,81,75,13.8,CA,2022-09-13 02:52:06
145,Chifeng,42.2683,118.9636,62.96,59,98,10.47,CN,2022-09-13 02:52:07
146,La Ronge,55.1001,-105.2842,50.25,53,40,4.61,CA,2022-09-13 02:52:07
147,Sudzha,51.1976,35.2726,49.75,91,100,12.21,RU,2022-09-13 02:52:07
148,Mitu,1.1983,-70.1733,70.79,98,100,0.98,CO,2022-09-13 02:52:08
149,Guerrero Negro,27.9769,-114.0611,74.59,76,0,10.87,MX,2022-09-13 02:48:03
150,Talnakh,69.4865,88.3972,36.21,86,100,7.54,RU,2022-09-13 02:52:08
151,Dikson,73.5069,80.5464,38.07,67,100,17.85,RU,2022-09-13 02:52:09
152,Port Alfred,-33.5906,26.891,49.17,84,18,3.0,ZA,2022-09-13 02:52:09
153,Sangueya,10.7,-14.3667,73.22,97,97,3.42,GN,2022-09-13 02:52:09
154,Nikolskoye,59.7035,30.7861,49.91,84,100,3.71,RU,2022-09-13 02:52:10
155,Penco,-36.7333,-72.9833,47.25,93,0,4.61,CL,2022-09-13 02:52:10
156,Gradignan,44.7726,-0.6139,71.85,88,0,11.5,FR,2022-09-13 02:52:11
157,Makasar,-5.14,119.4221,87.85,62,20,4.61,ID,2022-09-13 02:52:11
158,Borgo San Lorenzo,43.9553,11.3835,65.05,83,4,0.69,IT,2022-09-13 02:52:12
159,Irati,-25.4672,-50.6511,58.66,100,99,1.77,BR,2022-09-13 02:52:12
160,Bairiki,1.3292,172.9752,86.0,70,75,9.22,KI,2022-09-13 02:52:12
161,Mugumu,-1.85,34.7,62.74,80,86,3.2,TZ,2022-09-13 02:52:13
162,Singaparna,-7.3515,108.111,80.15,74,72,3.98,ID,2022-09-13 02:52:13
163,Pangnirtung,66.1451,-65.7125,42.37,77,100,11.05,CA,2022-09-13 02:52:13
164,Coruripe,-10.1256,-36.1756,72.66,84,47,9.46,BR,2022-09-13 02:51:19
165,Acapulco,16.8634,-99.8901,76.84,91,100,5.01,MX,2022-09-13 02:52:14
166,Nueva Florida,-6.9526,-76.613,76.08,70,70,1.23,PE,2022-09-13 02:52:14
167,Alice Springs,-23.7,133.8833,85.55,25,0,12.66,AU,2022-09-13 02:52:15
168,Lavrentiya,65.5833,-171.0,46.67,90,100,6.17,RU,2022-09-13 02:52:15
169,Shingu,33.7333,135.9833,81.18,85,82,12.95,JP,2022-09-13 02:52:15
170,Aklavik,68.2191,-135.0107,48.56,76,22,4.45,CA,2022-09-13 02:52:16
171,Yumen,40.2833,97.2,73.33,33,99,19.8,CN,2022-09-13 02:52:16
172,Bambous Virieux,-20.3428,57.7575,66.22,88,20,4.61,MU,2022-09-13 02:52:16
173,Tura,25.5198,90.2201,72.64,98,100,4.29,IN,2022-09-13 02:52:17
174,San Patricio,28.017,-97.5169,84.09,65,3,9.42,US,2022-09-13 02:52:17
175,San Cristobal,7.7669,-72.225,68.18,97,99,1.39,VE,2022-09-13 02:52:18
176,Torbay,47.6666,-52.7314,58.28,97,100,19.57,CA,2022-09-13 02:52:18
177,Bosanska Dubica,45.1767,16.8094,50.11,77,66,2.55,BA,2022-09-13 02:52:18
178,Shieli,44.1667,66.75,61.14,40,1,15.93,KZ,2022-09-13 02:52:19
179,Ariquemes,-9.9133,-63.0408,80.02,54,30,0.89,BR,2022-09-13 02:52:19
180,Lagoa,39.05,-27.9833,70.59,82,97,4.88,PT,2022-09-13 02:52:19
181,Constantine,36.365,6.6147,79.88,27,45,4.47,DZ,2022-09-13 02:52:20
182,Aksarka,66.5606,67.7975,44.44,88,100,5.14,RU,2022-09-13 02:52:20
183,Harur,12.0667,78.5,78.69,71,100,3.56,IN,2022-09-13 02:52:21
184,Thinadhoo,0.5333,72.9333,81.95,71,4,6.44,MV,2022-09-13 02:52:21
185,Xuanzhou,30.9525,118.7553,81.41,60,50,8.81,CN,2022-09-13 02:52:22
186,Owando,-0.4819,15.8999,70.84,88,98,2.71,CG,2022-09-13 02:53:22
187,Brae,60.3964,-1.353,53.31,90,88,25.59,GB,2022-09-13 02:53:22
188,Port-Cartier,50.0334,-66.8654,57.74,95,100,2.86,CA,2022-09-13 02:53:23
189,Arcachon,44.5875,-1.0519,71.92,94,0,6.91,FR,2022-09-13 02:53:23
190,San Julian,21.0167,-102.1667,60.48,61,75,4.97,MX,2022-09-13 02:53:23
191,Nyborg,55.3127,10.7896,59.25,94,100,19.75,DK,2022-09-13 02:53:24
192,Longyearbyen,78.2186,15.6401,28.24,93,100,0.0,SJ,2022-09-13 02:53:24
193,Narsaq,60.9167,-46.05,44.89,79,41,1.28,GL,2022-09-13 02:53:25
194,Mar Del Plata,-38.0023,-57.5575,52.88,59,0,7.0,AR,2022-09-13 02:53:25
195,Bengkulu,-3.8004,102.2655,79.86,75,100,2.55,ID,2022-09-13 02:53:25
196,Olafsvik,64.8945,-23.7142,48.24,83,13,9.1,IS,2022-09-13 02:53:26
197,Mulege,26.8833,-111.9833,83.34,69,0,1.54,MX,2022-09-13 02:53:26
198,Chokurdakh,70.6333,147.9167,40.26,85,100,5.39,RU,2022-09-13 02:53:26
199,Ostrovnoy,68.0531,39.5131,44.42,85,100,9.73,RU,2022-09-13 02:53:27
200,Vostok,46.4856,135.8833,53.2,86,98,8.88,RU,2022-09-13 02:53:27
201,Mtwara,-10.2667,40.1833,70.27,85,10,3.6,TZ,2022-09-13 02:53:27
202,Iquitos,-3.7481,-73.2472,77.04,88,20,0.0,PE,2022-09-13 02:53:28
203,Salalah,17.0151,54.0924,79.18,90,99,4.18,OM,2022-09-13 02:53:28
204,Kupang,-10.1667,123.5833,93.78,43,20,10.36,ID,2022-09-13 02:53:28
205,Fukue,32.6881,128.8419,86.36,70,75,12.66,JP,2022-09-13 02:53:29
206,Opuwo,-18.0607,13.84,62.82,33,35,2.28,NA,2022-09-13 02:53:29
207,Gelemso,8.8167,40.5167,61.38,86,100,5.99,ET,2022-09-13 02:53:29
208,Bilma,18.6853,12.9164,87.39,18,47,8.97,NE,2022-09-13 02:53:30
209,Vila Franca Do Campo,37.7167,-25.4333,72.19,89,30,6.44,PT,2022-09-13 02:53:30
210,Alofi,-19.0595,-169.9187,82.29,57,40,14.97,NU,2022-09-13 02:53:30
211,Dingle,10.9995,122.6711,87.57,68,66,10.11,PH,2022-09-13 02:53:31
212,Sungaipenuh,-2.0833,101.3833,67.35,90,100,2.84,ID,2022-09-13 02:53:31
213,Chuy,-33.6971,-53.4616,54.73,93,88,7.47,UY,2022-09-13 02:53:31
214,San Luis De La Paz,21.3,-100.5167,61.7,83,3,8.57,MX,2022-09-13 02:53:32
215,Veseli Nad Moravou,48.9536,17.3765,52.21,98,56,2.33,CZ,2022-09-13 02:53:32
216,Moose Factory,51.2585,-80.6094,60.78,72,0,5.75,CA,2022-09-13 02:53:32
217,Namibe,-15.1961,12.1522,63.01,93,34,4.18,AO,2022-09-13 02:53:33
218,Butaritari,3.0707,172.7902,81.0,77,11,9.69,KI,2022-09-13 02:53:33
219,Kavieng,-2.5744,150.7967,85.26,66,40,10.45,PG,2022-09-13 02:53:33
220,Jacqueville,5.2052,-4.4146,73.8,88,97,10.4,CI,2022-09-13 02:53:34
221,Kamenka,51.3223,42.7678,57.0,40,100,20.62,RU,2022-09-13 02:53:34
222,Provideniya,64.3833,-173.3,50.36,93,100,13.42,RU,2022-09-13 02:53:34
223,Boa Vista,2.8197,-60.6733,78.78,94,75,5.75,BR,2022-09-13 02:53:34
224,Sobolevo,54.4299,31.8996,48.36,88,100,9.89,RU,2022-09-13 02:53:35
225,Mashhad,36.297,59.6062,55.54,47,0,4.61,IR,2022-09-13 02:53:35
226,Kloulklubed,7.0419,134.2556,83.71,72,82,8.79,PW,2022-09-13 02:53:35
227,Itacare,-14.2775,-38.9967,68.97,85,12,3.96,BR,2022-09-13 02:53:36
228,Carlyle,38.6103,-89.3726,67.91,71,59,4.94,US,2022-09-13 02:53:36
229,Teguise,29.0605,-13.564,70.02,78,0,3.44,ES,2022-09-13 02:53:37
230,Tizapan El Alto,20.1667,-103.0667,69.13,70,100,5.12,MX,2022-09-13 02:53:37
231,Mustasaari,63.1142,21.6822,52.9,87,0,11.5,FI,2022-09-13 02:53:37
232,Aswan,24.0934,32.907,81.7,26,0,5.75,EG,2022-09-13 02:53:37
233,Balkanabat,39.5108,54.3671,69.69,20,0,13.2,TM,2022-09-13 02:53:38
234,Thai Binh,20.45,106.3333,85.64,65,45,3.58,VN,2022-09-13 02:54:38
235,Tiksi,71.6872,128.8694,38.73,73,59,17.69,RU,2022-09-13 02:54:39
236,Cap Malheureux,-19.9842,57.6142,66.47,75,27,11.95,MU,2022-09-13 02:54:39
237,Esperance,-33.8667,121.9,60.64,73,55,25.37,AU,2022-09-13 02:54:39
238,Kampene,-3.6,26.6667,68.0,97,89,1.86,CD,2022-09-13 02:54:40
239,Corinto,37.9407,22.9573,73.89,57,25,3.49,GR,2022-09-13 02:54:40
240,Pulandian,39.3953,121.9669,80.11,49,6,7.25,CN,2022-09-13 02:54:40
241,Nioro,13.35,-15.75,73.22,97,100,5.14,GM,2022-09-13 02:54:41
242,Onega,63.9061,38.1404,47.93,85,64,5.95,RU,2022-09-13 02:54:41
243,Paamiut,61.994,-49.6678,43.02,78,1,4.88,GL,2022-09-13 02:54:41
244,Rosetown,51.5501,-108.0014,57.18,33,89,6.91,CA,2022-09-13 02:54:42
245,Akhmim,26.5622,31.745,77.2,43,0,6.46,EG,2022-09-13 02:54:42
246,Anadyr,64.75,177.4833,46.9,87,75,11.18,RU,2022-09-13 02:54:43
247,Shafranovo,53.9667,54.7667,42.48,80,57,1.34,RU,2022-09-13 02:54:43
248,Izmaylovo,53.7211,47.2458,44.19,77,100,5.5,RU,2022-09-13 02:54:43
249,Saint-Francois,46.4154,3.9054,63.84,72,0,3.44,FR,2022-09-13 02:54:44
250,Atbasar,51.8,68.3333,49.28,57,9,1.99,KZ,2022-09-13 02:54:44
251,Yibin,28.7667,104.6238,84.7,62,69,1.99,CN,2022-09-13 02:54:44
252,Upernavik,72.7868,-56.1549,39.96,97,100,5.64,GL,2022-09-13 02:54:45
253,Neuquen,-38.9516,-68.0591,49.89,62,0,0.0,AR,2022-09-13 02:54:00
254,Oussouye,12.485,-16.5469,78.17,85,100,8.05,SN,2022-09-13 02:54:45
255,Korla,41.7597,86.1469,76.59,25,96,15.99,CN,2022-09-13 02:54:46
256,Comodoro Rivadavia,-45.8667,-67.5,42.66,75,40,6.91,AR,2022-09-13 02:54:46
257,Kualakapuas,-3.0091,114.3876,84.29,72,66,5.86,ID,2022-09-13 02:54:46
258,Airai,-8.9266,125.4092,79.47,31,71,5.66,TL,2022-09-13 02:54:47
259,Vila Velha,-20.3297,-40.2925,69.75,96,100,3.44,BR,2022-09-13 02:54:47
260,Paducah,37.0834,-88.6001,65.61,78,0,0.0,US,2022-09-13 02:52:28
261,Pontes E Lacerda,-15.2261,-59.3353,78.94,49,50,2.62,BR,2022-09-13 02:54:48
262,Mayo,38.8876,-76.5119,74.08,95,100,0.0,US,2022-09-13 02:54:48
263,Husavik,66.0449,-17.3389,47.21,83,2,3.83,IS,2022-09-13 02:54:48
264,Elk City,35.412,-99.4043,71.82,60,0,8.05,US,2022-09-13 02:53:16
265,Ancud,-41.8697,-73.8203,50.23,85,100,3.83,CL,2022-09-13 02:54:49
266,Hasaki,35.7333,140.8333,84.29,84,69,9.75,JP,2022-09-13 02:54:49
267,Malchevskaya,49.0552,40.3625,57.43,95,100,19.42,RU,2022-09-13 02:54:49
268,San Vicente,-26.6167,-54.1333,51.84,98,0,1.99,AR,2022-09-13 02:54:50
269,Katsuura,35.1333,140.3,81.16,81,98,12.03,JP,2022-09-13 02:54:50
270,Iqaluit,63.7506,-68.5145,38.93,93,100,13.8,CA,2022-09-13 02:54:50
271,Panaitolion,38.5833,21.45,71.56,69,0,3.4,GR,2022-09-13 02:54:51
272,Ilulissat,69.2167,-51.1,39.38,96,100,8.72,GL,2022-09-13 02:54:51
273,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,71.55,99,100,0.69,BR,2022-09-13 02:54:51
274,Nipawin,53.3668,-104.0009,50.04,66,0,6.91,CA,2022-09-13 02:54:52
275,Mahebourg,-20.4081,57.7,66.25,88,20,4.61,MU,2022-09-13 02:54:52
276,Makakilo City,21.3469,-158.0858,85.75,50,20,13.8,US,2022-09-13 02:54:15
277,Vanimo,-2.6741,141.3028,83.46,73,48,8.61,PG,2022-09-13 02:55:53
278,Nouadhibou,20.931,-17.0347,71.58,88,51,11.5,MR,2022-09-13 02:55:15
279,Beringovskiy,63.05,179.3167,45.39,78,97,17.45,RU,2022-09-13 02:55:53
280,Sorland,67.667,12.6934,53.46,76,100,18.7,NO,2022-09-13 02:55:53
281,Hambantota,6.1241,81.1185,82.74,83,20,12.66,LK,2022-09-13 02:55:54
282,La Vista,41.1839,-96.0311,69.46,59,0,6.91,US,2022-09-13 02:51:58
